DB_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,DISTINCT_VALUES,DESCRIPTION
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIP_TO_NAME,TEXT,CELESTICA ROMANIA S.R.L. (4500),"The column ""SHIP_TO_NAME"" likely represents the name of the recipient or destination entity to which products or solutions are being shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_DATE,TIMESTAMP_NTZ,2025-07-13 00:00:00,The BOOKING_DATE column likely represents the date on which a technology solution order or service was officially recorded or scheduled.
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIP_TO_COUNTRY,TEXT,RO,"The ""SHIP_TO_COUNTRY"" column likely represents the destination country to which products or solutions are being shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,ORDER_TO_SHIP_DAYS,NUMBER,"38, 31, 59, 24","The column ""ORDER_TO_SHIP_DAYS"" likely represents the number of days it takes for an order to be processed and shipped to the customer."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PRODUCT_LINE__C,TEXT,FLASH,"The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology products offered by the company, such as high-performance computing, memory solutions, or LED solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_ORDER_LINE,TEXT,000010,"The column ""SALES_ORDER_LINE"" likely represents the individual line items or entries within a sales order, detailing specific products or services being purchased."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,UNIT_COST__C,FLOAT,15.78,"The column ""UNIT_COST__C"" likely represents the cost incurred by the company to produce or acquire a single unit of a product or component."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_MONTH,NUMBER,7,"The ""BOOKING_MONTH"" column likely represents the month in which a booking or order was made for technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_QUARTER,NUMBER,3,"The ""BOOKING_QUARTER"" column likely represents the specific quarter of the year in which a booking or transaction was made."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIP_TO_REGION,TEXT,99,"The column ""SHIP_TO_REGION"" likely represents the geographical region or area to which products or solutions are being shipped or delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP,TEXT,Bryan Heinze,"The column ""SALES_REP"" likely represents the name or identifier of the salesperson responsible for managing or facilitating a particular sale or client account."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,TRANSACTION_NAME,TEXT,"0003781975-000010, 0003781974-000010, 0003781977-000010, 0003781973-000010","The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_STATUS,TEXT,UNCOMMITTED,"The ""BOOKING_STATUS"" column likely represents the current state or progress of a reservation or order within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_DIVISION,TEXT,80,"The column ""SALES_REP_DIVISION"" likely represents the specific division or business unit within the company to which a sales representative is assigned."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,OWNERID,TEXT,0056g000005GP3hAAG,"The column ""OWNERID"" likely represents the unique identifier for the individual or entity responsible for or owning a particular technology solution or asset within the system."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_DEPARTMENT,TEXT,,"The column ""SALES_REP_DEPARTMENT"" likely represents the specific department within the company to which a sales representative is assigned."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PURCHASE_ORDER,TEXT,"4504586595, 4504586594, 4504586597, 4504586593","The ""PURCHASE_ORDER"" column likely represents a unique identifier or reference number assigned to a specific order placed for purchasing goods or services."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,UNIT_PRICE__C,FLOAT,26.75,"The column ""UNIT_PRICE__C"" likely represents the cost of a single unit of a product or service offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,RECORD_CREATED_DATE,TIMESTAMP_NTZ,2025-07-13 00:00:00,"The column ""RECORD_CREATED_DATE"" likely represents the date on which a particular record was initially created in the system."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_TITLE,TEXT,,"The column ""SALES_REP_TITLE"" likely represents the job title or position of a sales representative within the organization."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,REPORT_GENERATED_DATE,TIMESTAMP_LTZ,2025-07-14 20:31:46.333000+00:00,"The column ""REPORT_GENERATED_DATE"" likely represents the date on which a specific report was created or produced."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_ORDER_DATE,TIMESTAMP_NTZ,2025-07-13 00:00:00,"The column ""SALES_ORDER_DATE"" likely represents the date on which a sales order was placed or recorded."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,FULFILLMENT_STATUS,TEXT,OPEN,"The column ""FULFILLMENT_STATUS"" likely represents the current stage or condition of an order or service request in the process of being completed or delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MARGIN_AMOUNT,FLOAT,"2742.5, 1645.5, 1097.0","The ""MARGIN_AMOUNT"" column likely represents the monetary difference between the cost and selling price of a product or service, indicating the profit earned."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SEGMENT__C,TEXT,Asia OEM Flash,"The column ""SEGMENT__C"" likely represents the specific market or customer segment that a product, service, or solution is targeted towards within the company's offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,CUSTOMER_PART_NUMBER,TEXT,00VN659,"The column ""CUSTOMER_PART_NUMBER"" likely represents a unique identifier assigned by a customer to a specific product or component for tracking and reference purposes."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MARGIN_PERCENTAGE,FLOAT,41.00934579439252,"The ""MARGIN_PERCENTAGE"" column likely represents the percentage difference between the cost and selling price of a product or service, indicating the profitability."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,QUANTITY,FLOAT,"250.0, 150.0, 100.0","The ""QUANTITY"" column likely represents the number of units or items of a product or solution available, ordered, or used in a transaction or inventory."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_REGION,TEXT,NA,"The ""SALES_REP_REGION"" column likely represents the geographical area or territory assigned to a sales representative."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_EMAIL,TEXT,bryan.heinze@smartm.com,"The column ""SALES_REP_EMAIL"" likely represents the email address of the sales representative responsible for managing client relationships and sales activities."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,TIME_PERIOD_FLAG,TEXT,YTD,"The column ""TIME_PERIOD_FLAG"" likely indicates a specific time frame or category (such as daily, monthly, quarterly) associated with the data entry."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_LAST_NAME,TEXT,Heinze,"The column ""SALES_REP_LAST_NAME"" likely represents the last name of a sales representative involved in the company's technology solutions transactions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PLANT__C,TEXT,,"The column ""PLANT__C"" likely represents the specific location or facility where a particular operation, production, or service is carried out within the organization."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BUSINESS_UNIT__C,TEXT,,"The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company responsible for a particular set of technology solutions or services."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MATERIAL_NUMBER,TEXT,SVM2S46032GNTIE1IM,"The column ""MATERIAL_NUMBER"" likely represents a unique identifier assigned to each specific product or component within the company's range of technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MANUFACTURING_REP,TEXT,House Account,"The ""MANUFACTURING_REP"" column likely represents the name or identifier of the representative responsible for overseeing or managing the manufacturing process for the company's technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_REVENUE,FLOAT,"6687.5, 4012.5, 2675.0","The ""BOOKING_REVENUE"" column likely represents the total revenue generated from confirmed sales or orders for technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,TRANSACTION_ID,TEXT,"a0hPg00000v99TvIAI, a0hPg00000v99U3IAI, a0hPg00000v99UAIAY, a0hPg00000v99UDIAY","The ""TRANSACTION_ID"" column likely represents a unique identifier assigned to each individual transaction within the system."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,REVENUE_STAGE,TEXT,PIPELINE_UNCOMMITTED,"The column ""REVENUE_STAGE"" likely represents the current phase or status of revenue generation in a business process or sales cycle."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,REVENUE_REALIZATION,TEXT,UNREALIZED,"The column ""REVENUE_REALIZATION"" likely represents the amount of revenue that has been recognized or earned by the company from its technology solutions and services within a specific period."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_STAGE,TEXT,FULFILLED,"The column ""REVENUE_STAGE"" likely represents the current phase or status of revenue generation within the sales or business process."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,BUSINESS_UNIT__C,TEXT,MemCo,"The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company that is responsible for a particular set of technology solutions or services."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_QUARTER,NUMBER,2,"The ""REVENUE_QUARTER"" column likely represents the total income generated by the company during a specific fiscal quarter."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SHIPMENT_STATUS,TEXT,COMPLETED,"The ""SHIPMENT_STATUS"" column likely represents the current state or progress of a product delivery within the supply chain process."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,TITLE,TEXT,,"The ""TITLE"" column likely represents the job title or designation of an individual within the organization or project."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,UNIT_COST__C,FLOAT,"8.17, 210.04, 405.04, 89.63","The column ""UNIT_COST__C"" likely represents the cost incurred by the company to produce or acquire a single unit of a product or component."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,QUARTERLY_FLAG,TEXT,QUARTERLY,"The ""QUARTERLY_FLAG"" column likely indicates whether a specific record or data point is associated with a quarterly reporting period or event."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,MARGIN_PERCENTAGE,FLOAT,"40.58181818181818, 56.692783505154644, 20.851978505129455, 33.11194029850746","The ""MARGIN_PERCENTAGE"" column likely represents the percentage difference between the cost and selling price of a product or service, indicating the profitability."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,PURCHASE_ORDER_ITEM,TEXT,"000010, 000007, 000020","The ""PURCHASE_ORDER_ITEM"" column likely represents the specific line item or entry within a purchase order, detailing individual products or services being ordered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,PRODUCT_LINE__C,TEXT,"FLASH, DRAM","The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology solutions, such as high-performance computing, memory solutions, or LED solutions, offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SALES_REP,TEXT,"Bryan Heinze, Jason Wei","The ""SALES_REP"" column likely represents the name or identifier of the sales representative responsible for managing or facilitating sales transactions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,MONTHLY_FLAG,TEXT,HISTORICAL,"The ""MONTHLY_FLAG"" column likely indicates whether a particular record or entry is associated with a monthly reporting or processing cycle."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,MANUFACTURING_REP,TEXT,"HOUSE ACCOUNT, ANRO Associates","The column ""MANUFACTURING_REP"" likely represents the individual or entity responsible for overseeing or managing the production process of the technology solutions offered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SHIP_TO_NAME,TEXT,"Ingrasys Technology Mexico SA de CV, IBM, FLEXTRONICS MANUFACTURING, Verigon","The column ""SHIP_TO_NAME"" likely represents the name of the recipient or destination entity to which products or solutions are being shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,YEAR_QUARTER,TEXT,2025-Q2,"The column ""YEAR_QUARTER"" likely represents the specific year and quarter within that year, indicating a time period for reporting or analysis purposes."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,UNIT_PRICE__C,FLOAT,"13.75, 485.0, 511.75, 134.0","The column ""UNIT_PRICE__C"" likely represents the cost of a single unit of a product or service offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,RECORD_CREATED_DATE,TIMESTAMP_NTZ,"2025-05-27 00:00:00, 2025-05-23 00:00:00, 2025-05-22 00:00:00, 2025-05-21 00:00:00","The column ""RECORD_CREATED_DATE"" likely represents the date on which a particular record was initially entered or added into the system."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,MARGIN_AMOUNT,FLOAT,"1116.0, 51692.48, 85368.0, 6655.5","The ""MARGIN_AMOUNT"" column likely represents the monetary difference between the cost of a product or service and its selling price, indicating the profit earned."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_DATE,TIMESTAMP_NTZ,"2025-05-27 00:00:00, 2025-05-23 00:00:00, 2025-05-22 00:00:00, 2025-05-21 00:00:00","The column ""REVENUE_DATE"" likely represents the date on which revenue was recognized or recorded for a transaction or service."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,YEAR_WEEK,TEXT,"2025-W22, 2025-W21","The ""YEAR_WEEK"" column likely represents a specific week within a particular year, combining both the year and the week number to track time periods in a standardized format."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,END_CUSTOMER__C,TEXT,"0016g00000MdHIFAA3, 0016g00000MdHIUAA3, 001Pg000004h8RSIAY","The column ""END_CUSTOMER__C"" likely represents the final recipient or user of the technology solutions provided by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,DW_CREATED_DATE,TIMESTAMP_LTZ,2025-07-14 17:42:45.926000+00:00,"The column ""DW_CREATED_DATE"" likely represents the date on which a record was created in the data warehouse."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_REALIZATION,TEXT,REALIZED,"The column ""REVENUE_REALIZATION"" likely represents the amount of revenue that has been recognized or earned by the company from its technology solutions and services within a specific period."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_MONTH,NUMBER,5,"The column ""REVENUE_MONTH"" likely represents the total revenue generated by the company for a specific month."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,WEEKLY_FLAG,TEXT,HISTORICAL,"The ""WEEKLY_FLAG"" column likely indicates whether a particular record or entry is associated with a weekly timeframe or schedule."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,DAILY_FLAG,TEXT,HISTORICAL,"The column ""DAILY_FLAG"" likely indicates whether a particular record or entry is relevant to daily operations or activities."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,PLANT__C,TEXT,"05, 01","The column ""PLANT__C"" likely represents the specific location or facility where a particular operation, production, or service is carried out within the company's technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,MATERIAL_NUMBER,TEXT,"a0L4Q00000ksRPPUA2, a0L4Q00000lljfmUAA, a0LPg000001687FMAQ, a0L4Q00000ksa1AUAQ","The ""MATERIAL_NUMBER"" column likely represents a unique identifier assigned to each specific product or component within the company's range of technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,DEPARTMENT,TEXT,,"The ""DEPARTMENT"" column likely represents the specific division or unit within the organization responsible for a particular function or set of tasks related to technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,LAST_NAME,TEXT,"Heinze, Wei","The ""LAST_NAME"" column likely represents the family or surname of an individual, typically used to identify or distinguish them within a dataset."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SHIP_TO_REGION,TEXT,"JAL, NY, AZ","The ""SHIP_TO_REGION"" column likely represents the geographical region or area where products or solutions are being delivered or shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,CUSTOMER_PART_NUMBER,TEXT,"78P7429, 78P7198, 03HD624, 00VN640","The ""CUSTOMER_PART_NUMBER"" column likely represents the unique identifier or code assigned by a customer to a specific product or component for tracking and reference purposes."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,ORDER_TO_SHIP_DAYS,NUMBER,"1, 4, 2, 7","The ""ORDER_TO_SHIP_DAYS"" column likely represents the number of days it takes from when an order is placed until it is shipped."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,CUSTOMER_NAME__C,TEXT,"IBM MANUFACTURING SOLUTIONS, IBM ENDICOTT, FLEXTRONICS INTERNATIONAL, Verigon","The column ""CUSTOMER_NAME__C"" likely represents the name of a customer associated with the technology solutions provided by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,QUANTITY,FLOAT,"200.0, 188.0, 800.0, 150.0","The ""QUANTITY"" column likely represents the number of units of a product or component available, ordered, or used within the technology solutions offered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,OWNERID,TEXT,"0056g000005GP3hAAG, 0054Q00000GWlHvQAL","The ""OWNERID"" column likely represents the unique identifier for the individual or entity responsible for or associated with a particular technology solution or project."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,DAY_OF_WEEK_NAME,TEXT,"Monday, Thursday, Wednesday, Tuesday","The column ""DAY_OF_WEEK_NAME"" likely represents the name of the day (e.g., Monday, Tuesday) corresponding to a specific date."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REPORT_GENERATED_DATE,TIMESTAMP_LTZ,2025-07-14 20:31:48.783000+00:00,"The ""REPORT_GENERATED_DATE"" column likely represents the date on which a specific report was created or produced."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,YEAR_MONTH,TEXT,2025-05,"The ""YEAR_MONTH"" column likely represents a specific month and year in a combined format, used for tracking or analyzing data over time."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SM_PRODUCT_LINE__C,TEXT,"FLASH, DRAM","The column ""SM_PRODUCT_LINE__C"" likely represents the specific category or division of products offered by the company, such as high-performance computing, memory solutions, or LED solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SALES_ORDER,TEXT,"0003768127, 0003767368, 0003685192, 0003766749","The ""SALES_ORDER"" column likely represents a unique identifier for each customer purchase transaction within the company's technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,DIVISION,TEXT,"80, 605","The ""DIVISION"" column likely represents the specific business unit or sector within the company that is responsible for a particular technology solution or service."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SHIP_TO_COUNTRY,TEXT,"MX, US, TW","The ""SHIP_TO_COUNTRY"" column likely represents the destination country where products or solutions are being delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,EMAIL,TEXT,"bryan.heinze@smartm.com, jason.wei@smartm.com",The EMAIL column likely represents the email address of a contact or individual associated with the technology solutions offered by the company.
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_WEEK,NUMBER,"22, 21","The column ""REVENUE_WEEK"" likely represents the total income generated from sales or services provided by the company during a specific week."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,COMMODITY__C,TEXT,"USB, NVDIMM, DDIMM, Client SATA","The column ""COMMODITY__C"" likely represents the category or type of technology solution, such as high-performance computing, memory solutions, or LED solutions, offered by the company."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SALES_ORDER_LINE,TEXT,"000010, 000170, 000040, 000030","The column ""SALES_ORDER_LINE"" likely represents the individual line items or entries within a sales order, detailing specific products or services being purchased."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,COST_TO_COMPANY,FLOAT,"1634.0, 39487.52, 324032.0, 13444.5","The ""COST_TO_COMPANY"" column likely represents the total financial expenditure incurred by the company for employing an individual, including salary, benefits, and other related expenses."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,FULFILLMENT_SPEED,TEXT,FAST,"The column ""FULFILLMENT_SPEED"" likely represents the time taken to complete or deliver a technology solution or service from the point of order to fulfillment."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SHIP_TO_CITY,TEXT,"EL SALTO, POUGHKEEPSIE, ZAPOPAN, JALISCO, Tempe","The column ""SHIP_TO_CITY"" likely represents the name of the city where products or solutions are to be delivered."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,TRANSACTION_NAME,TEXT,"0093602377, 0093601905, 0093601071, 0093600958","The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offerings."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_DAY_OF_WEEK,NUMBER,"2, 5, 4, 3","The column ""REVENUE_DAY_OF_WEEK"" likely represents the specific day of the week on which revenue was generated or recorded."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SALES_ORDER_DATE,TIMESTAMP_NTZ,"2025-05-27 00:00:00, 2025-05-23 00:00:00, 2025-05-22 00:00:00, 2025-05-21 00:00:00","The column ""SALES_ORDER_DATE"" likely represents the date on which a sales order was placed or recorded."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REGION,TEXT,"NA, APAC","The ""REGION"" column likely represents the geographical area or location associated with a particular data entry, such as where a product is sold or a service is provided."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,FIRST_NAME,TEXT,"Bryan, Jason","The ""FIRST_NAME"" column likely represents the given name of an individual, typically used to identify a person in a database of clients, employees, or contacts."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_YEAR,NUMBER,2025,"The column ""REVENUE_YEAR"" likely represents the specific year in which revenue was generated or recorded for the company's technology solutions."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_DAY,DATE,"2025-05-27, 2025-05-23, 2025-05-22, 2025-05-21","The column ""REVENUE_DAY"" likely represents the total revenue generated by the company on a specific day."
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,PURCHASE_ORDER,TEXT,"0006276161, 0006275309, 0007292452, 0006275515","The ""PURCHASE_ORDER"" column likely represents a unique identifier or reference number for a specific order placed by a customer or client for technology solutions or products."
