db_schema,table_name,column_name,data_type,description,combined_text,distinct_values
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIP_TO_COUNTRY,TEXT,"The ""SHIP_TO_COUNTRY"" column likely represents the destination country to which products or solutions are being shipped.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SHIP_TO_COUNTRY
Data Type: TEXT
Description: The ""SHIP_TO_COUNTRY"" column likely represents the destination country to which products or solutions are being shipped.
Distinct Values: RO",RO
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,ORDER_TO_SHIP_DAYS,NUMBER,"The column ""ORDER_TO_SHIP_DAYS"" likely represents the number of days it takes for an order to be processed and shipped to the customer.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: ORDER_TO_SHIP_DAYS
Data Type: NUMBER
Description: The column ""ORDER_TO_SHIP_DAYS"" likely represents the number of days it takes for an order to be processed and shipped to the customer.
Distinct Values: 38, 31, 59, 24","38, 31, 59, 24"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PRODUCT_LINE__C,TEXT,"The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology products offered by the company, such as high-performance computing, memory solutions, or LED solutions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: PRODUCT_LINE__C
Data Type: TEXT
Description: The column ""PRODUCT_LINE__C"" likely represents the category or group of related technology products offered by the company, such as high-performance computing, memory solutions, or LED solutions.
Distinct Values: FLASH",FLASH
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_ORDER_LINE,TEXT,"The column ""SALES_ORDER_LINE"" likely represents the individual line items or entries within a sales order, detailing specific products or services being purchased.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_ORDER_LINE
Data Type: TEXT
Description: The column ""SALES_ORDER_LINE"" likely represents the individual line items or entries within a sales order, detailing specific products or services being purchased.
Distinct Values: 000010",000010
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,UNIT_COST__C,FLOAT,"The column ""UNIT_COST__C"" likely represents the cost incurred by the company to produce or acquire a single unit of a product or component.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: UNIT_COST__C
Data Type: FLOAT
Description: The column ""UNIT_COST__C"" likely represents the cost incurred by the company to produce or acquire a single unit of a product or component.
Distinct Values: 15.78",15.78
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_MONTH,NUMBER,"The ""BOOKING_MONTH"" column likely represents the month in which a booking or order was made for technology solutions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: BOOKING_MONTH
Data Type: NUMBER
Description: The ""BOOKING_MONTH"" column likely represents the month in which a booking or order was made for technology solutions.
Distinct Values: 7",7
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_QUARTER,NUMBER,"The ""BOOKING_QUARTER"" column likely represents the specific quarter of the year in which a booking or transaction was made.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: BOOKING_QUARTER
Data Type: NUMBER
Description: The ""BOOKING_QUARTER"" column likely represents the specific quarter of the year in which a booking or transaction was made.
Distinct Values: 3",3
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SHIP_TO_REGION,TEXT,"The column ""SHIP_TO_REGION"" likely represents the geographical region or area to which products or solutions are being shipped or delivered.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SHIP_TO_REGION
Data Type: TEXT
Description: The column ""SHIP_TO_REGION"" likely represents the geographical region or area to which products or solutions are being shipped or delivered.
Distinct Values: 99",99
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP,TEXT,"The column ""SALES_REP"" likely represents the name or identifier of the salesperson responsible for managing or facilitating a particular sale or client account.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP
Data Type: TEXT
Description: The column ""SALES_REP"" likely represents the name or identifier of the salesperson responsible for managing or facilitating a particular sale or client account.
Distinct Values: Bryan Heinze",Bryan Heinze
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,TRANSACTION_NAME,TEXT,"The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offered by the company.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: TRANSACTION_NAME
Data Type: TEXT
Description: The column ""TRANSACTION_NAME"" likely represents the specific name or title assigned to a particular transaction within the technology solutions offered by the company.
Distinct Values: 0003781975-000010, 0003781974-000010, 0003781977-000010, 0003781973-000010","0003781975-000010, 0003781974-000010, 0003781977-000010, 0003781973-000010"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_STATUS,TEXT,"The ""BOOKING_STATUS"" column likely represents the current state or progress of a reservation or order within the technology solutions offerings.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: BOOKING_STATUS
Data Type: TEXT
Description: The ""BOOKING_STATUS"" column likely represents the current state or progress of a reservation or order within the technology solutions offerings.
Distinct Values: UNCOMMITTED",UNCOMMITTED
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_DIVISION,TEXT,"The column ""SALES_REP_DIVISION"" likely represents the specific division or business unit within the company to which a sales representative is assigned.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP_DIVISION
Data Type: TEXT
Description: The column ""SALES_REP_DIVISION"" likely represents the specific division or business unit within the company to which a sales representative is assigned.
Distinct Values: 80",80
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,OWNERID,TEXT,"The column ""OWNERID"" likely represents the unique identifier for the individual or entity responsible for or owning a particular technology solution or asset within the system.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: OWNERID
Data Type: TEXT
Description: The column ""OWNERID"" likely represents the unique identifier for the individual or entity responsible for or owning a particular technology solution or asset within the system.
Distinct Values: 0056g000005GP3hAAG",0056g000005GP3hAAG
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_DEPARTMENT,TEXT,"The column ""SALES_REP_DEPARTMENT"" likely represents the specific department within the company to which a sales representative is assigned.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP_DEPARTMENT
Data Type: TEXT
Description: The column ""SALES_REP_DEPARTMENT"" likely represents the specific department within the company to which a sales representative is assigned.",
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PURCHASE_ORDER,TEXT,"The ""PURCHASE_ORDER"" column likely represents a unique identifier or reference number assigned to a specific order placed for purchasing goods or services.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: PURCHASE_ORDER
Data Type: TEXT
Description: The ""PURCHASE_ORDER"" column likely represents a unique identifier or reference number assigned to a specific order placed for purchasing goods or services.
Distinct Values: 4504586595, 4504586594, 4504586597, 4504586593","4504586595, 4504586594, 4504586597, 4504586593"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,UNIT_PRICE__C,FLOAT,"The column ""UNIT_PRICE__C"" likely represents the cost of a single unit of a product or service offered by the company.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: UNIT_PRICE__C
Data Type: FLOAT
Description: The column ""UNIT_PRICE__C"" likely represents the cost of a single unit of a product or service offered by the company.
Distinct Values: 26.75",26.75
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,RECORD_CREATED_DATE,TIMESTAMP_NTZ,"The column ""RECORD_CREATED_DATE"" likely represents the date on which a particular record was initially created in the system.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: RECORD_CREATED_DATE
Data Type: TIMESTAMP_NTZ
Description: The column ""RECORD_CREATED_DATE"" likely represents the date on which a particular record was initially created in the system.
Distinct Values: 2025-07-13 00:00:00",2025-07-13 00:00:00
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_TITLE,TEXT,"The column ""SALES_REP_TITLE"" likely represents the job title or position of a sales representative within the organization.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP_TITLE
Data Type: TEXT
Description: The column ""SALES_REP_TITLE"" likely represents the job title or position of a sales representative within the organization.",
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,REPORT_GENERATED_DATE,TIMESTAMP_LTZ,"The column ""REPORT_GENERATED_DATE"" likely represents the date on which a specific report was created or produced.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: REPORT_GENERATED_DATE
Data Type: TIMESTAMP_LTZ
Description: The column ""REPORT_GENERATED_DATE"" likely represents the date on which a specific report was created or produced.
Distinct Values: 2025-07-14 20:31:46.333000+00:00",2025-07-14 20:31:46.333000+00:00
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_ORDER_DATE,TIMESTAMP_NTZ,"The column ""SALES_ORDER_DATE"" likely represents the date on which a sales order was placed or recorded.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_ORDER_DATE
Data Type: TIMESTAMP_NTZ
Description: The column ""SALES_ORDER_DATE"" likely represents the date on which a sales order was placed or recorded.
Distinct Values: 2025-07-13 00:00:00",2025-07-13 00:00:00
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,FULFILLMENT_STATUS,TEXT,"The column ""FULFILLMENT_STATUS"" likely represents the current stage or condition of an order or service request in the process of being completed or delivered.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: FULFILLMENT_STATUS
Data Type: TEXT
Description: The column ""FULFILLMENT_STATUS"" likely represents the current stage or condition of an order or service request in the process of being completed or delivered.
Distinct Values: OPEN",OPEN
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MARGIN_AMOUNT,FLOAT,"The ""MARGIN_AMOUNT"" column likely represents the monetary difference between the cost and selling price of a product or service, indicating the profit earned.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: MARGIN_AMOUNT
Data Type: FLOAT
Description: The ""MARGIN_AMOUNT"" column likely represents the monetary difference between the cost and selling price of a product or service, indicating the profit earned.
Distinct Values: 2742.5, 1645.5, 1097.0","2742.5, 1645.5, 1097.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SEGMENT__C,TEXT,"The column ""SEGMENT__C"" likely represents the specific market or customer segment that a product, service, or solution is targeted towards within the company's offerings.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SEGMENT__C
Data Type: TEXT
Description: The column ""SEGMENT__C"" likely represents the specific market or customer segment that a product, service, or solution is targeted towards within the company's offerings.
Distinct Values: Asia OEM Flash",Asia OEM Flash
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,CUSTOMER_PART_NUMBER,TEXT,"The column ""CUSTOMER_PART_NUMBER"" likely represents a unique identifier assigned by a customer to a specific product or component for tracking and reference purposes.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: CUSTOMER_PART_NUMBER
Data Type: TEXT
Description: The column ""CUSTOMER_PART_NUMBER"" likely represents a unique identifier assigned by a customer to a specific product or component for tracking and reference purposes.
Distinct Values: 00VN659",00VN659
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MARGIN_PERCENTAGE,FLOAT,"The ""MARGIN_PERCENTAGE"" column likely represents the percentage difference between the cost and selling price of a product or service, indicating the profitability.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: MARGIN_PERCENTAGE
Data Type: FLOAT
Description: The ""MARGIN_PERCENTAGE"" column likely represents the percentage difference between the cost and selling price of a product or service, indicating the profitability.
Distinct Values: 41.00934579439252",41.00934579439252
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,QUANTITY,FLOAT,"The ""QUANTITY"" column likely represents the number of units or items of a product or solution available, ordered, or used in a transaction or inventory.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: QUANTITY
Data Type: FLOAT
Description: The ""QUANTITY"" column likely represents the number of units or items of a product or solution available, ordered, or used in a transaction or inventory.
Distinct Values: 250.0, 150.0, 100.0","250.0, 150.0, 100.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_REGION,TEXT,"The ""SALES_REP_REGION"" column likely represents the geographical area or territory assigned to a sales representative.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP_REGION
Data Type: TEXT
Description: The ""SALES_REP_REGION"" column likely represents the geographical area or territory assigned to a sales representative.",
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_EMAIL,TEXT,"The column ""SALES_REP_EMAIL"" likely represents the email address of the sales representative responsible for managing client relationships and sales activities.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP_EMAIL
Data Type: TEXT
Description: The column ""SALES_REP_EMAIL"" likely represents the email address of the sales representative responsible for managing client relationships and sales activities.
Distinct Values: bryan.heinze@smartm.com",bryan.heinze@smartm.com
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,TIME_PERIOD_FLAG,TEXT,"The column ""TIME_PERIOD_FLAG"" likely indicates a specific time frame or category (such as daily, monthly, quarterly) associated with the data entry.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: TIME_PERIOD_FLAG
Data Type: TEXT
Description: The column ""TIME_PERIOD_FLAG"" likely indicates a specific time frame or category (such as daily, monthly, quarterly) associated with the data entry.
Distinct Values: YTD",YTD
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,SALES_REP_LAST_NAME,TEXT,"The column ""SALES_REP_LAST_NAME"" likely represents the last name of a sales representative involved in the company's technology solutions transactions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: SALES_REP_LAST_NAME
Data Type: TEXT
Description: The column ""SALES_REP_LAST_NAME"" likely represents the last name of a sales representative involved in the company's technology solutions transactions.
Distinct Values: Heinze",Heinze
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,PLANT__C,TEXT,"The column ""PLANT__C"" likely represents the specific location or facility where a particular operation, production, or service is carried out within the organization.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: PLANT__C
Data Type: TEXT
Description: The column ""PLANT__C"" likely represents the specific location or facility where a particular operation, production, or service is carried out within the organization.",
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BUSINESS_UNIT__C,TEXT,"The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company responsible for a particular set of technology solutions or services.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: BUSINESS_UNIT__C
Data Type: TEXT
Description: The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company responsible for a particular set of technology solutions or services.",
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MATERIAL_NUMBER,TEXT,"The column ""MATERIAL_NUMBER"" likely represents a unique identifier assigned to each specific product or component within the company's range of technology solutions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: MATERIAL_NUMBER
Data Type: TEXT
Description: The column ""MATERIAL_NUMBER"" likely represents a unique identifier assigned to each specific product or component within the company's range of technology solutions.
Distinct Values: SVM2S46032GNTIE1IM",SVM2S46032GNTIE1IM
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,MANUFACTURING_REP,TEXT,"The ""MANUFACTURING_REP"" column likely represents the name or identifier of the representative responsible for overseeing or managing the manufacturing process for the company's technology solutions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: MANUFACTURING_REP
Data Type: TEXT
Description: The ""MANUFACTURING_REP"" column likely represents the name or identifier of the representative responsible for overseeing or managing the manufacturing process for the company's technology solutions.
Distinct Values: House Account",House Account
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,BOOKING_REVENUE,FLOAT,"The ""BOOKING_REVENUE"" column likely represents the total revenue generated from confirmed sales or orders for technology solutions.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: BOOKING_REVENUE
Data Type: FLOAT
Description: The ""BOOKING_REVENUE"" column likely represents the total revenue generated from confirmed sales or orders for technology solutions.
Distinct Values: 6687.5, 4012.5, 2675.0","6687.5, 4012.5, 2675.0"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,TRANSACTION_ID,TEXT,"The ""TRANSACTION_ID"" column likely represents a unique identifier assigned to each individual transaction within the system.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: TRANSACTION_ID
Data Type: TEXT
Description: The ""TRANSACTION_ID"" column likely represents a unique identifier assigned to each individual transaction within the system.
Distinct Values: a0hPg00000v99TvIAI, a0hPg00000v99U3IAI, a0hPg00000v99UAIAY, a0hPg00000v99UDIAY","a0hPg00000v99TvIAI, a0hPg00000v99U3IAI, a0hPg00000v99UAIAY, a0hPg00000v99UDIAY"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,REVENUE_STAGE,TEXT,"The column ""REVENUE_STAGE"" likely represents the current phase or status of revenue generation in a business process or sales cycle.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: REVENUE_STAGE
Data Type: TEXT
Description: The column ""REVENUE_STAGE"" likely represents the current phase or status of revenue generation in a business process or sales cycle.
Distinct Values: PIPELINE_UNCOMMITTED",PIPELINE_UNCOMMITTED
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP,REVENUE_REALIZATION,TEXT,"The column ""REVENUE_REALIZATION"" likely represents the amount of revenue that has been recognized or earned by the company from its technology solutions and services within a specific period.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI5_BOOKING_REVENUE_BY_MANUFACTURING_REP
Column: REVENUE_REALIZATION
Data Type: TEXT
Description: The column ""REVENUE_REALIZATION"" likely represents the amount of revenue that has been recognized or earned by the company from its technology solutions and services within a specific period.
Distinct Values: UNREALIZED",UNREALIZED
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_STAGE,TEXT,"The column ""REVENUE_STAGE"" likely represents the current phase or status of revenue generation within the sales or business process.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: REVENUE_STAGE
Data Type: TEXT
Description: The column ""REVENUE_STAGE"" likely represents the current phase or status of revenue generation within the sales or business process.
Distinct Values: FULFILLED",FULFILLED
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,BUSINESS_UNIT__C,TEXT,"The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company that is responsible for a particular set of technology solutions or services.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: BUSINESS_UNIT__C
Data Type: TEXT
Description: The column ""BUSINESS_UNIT__C"" likely represents the specific division or segment within the company that is responsible for a particular set of technology solutions or services.
Distinct Values: MemCo",MemCo
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,REVENUE_QUARTER,NUMBER,"The ""REVENUE_QUARTER"" column likely represents the total income generated by the company during a specific fiscal quarter.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: REVENUE_QUARTER
Data Type: NUMBER
Description: The ""REVENUE_QUARTER"" column likely represents the total income generated by the company during a specific fiscal quarter.
Distinct Values: 2",2
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,SHIPMENT_STATUS,TEXT,"The ""SHIPMENT_STATUS"" column likely represents the current state or progress of a product delivery within the supply chain process.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: SHIPMENT_STATUS
Data Type: TEXT
Description: The ""SHIPMENT_STATUS"" column likely represents the current state or progress of a product delivery within the supply chain process.
Distinct Values: COMPLETED",COMPLETED
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,TITLE,TEXT,"The ""TITLE"" column likely represents the job title or designation of an individual within the organization or project.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: TITLE
Data Type: TEXT
Description: The ""TITLE"" column likely represents the job title or designation of an individual within the organization or project.",
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,UNIT_COST__C,FLOAT,"The column ""UNIT_COST__C"" likely represents the cost incurred by the company to produce or acquire a single unit of a product or component.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: UNIT_COST__C
Data Type: FLOAT
Description: The column ""UNIT_COST__C"" likely represents the cost incurred by the company to produce or acquire a single unit of a product or component.
Distinct Values: 8.17, 210.04, 405.04, 89.63","8.17, 210.04, 405.04, 89.63"
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,QUARTERLY_FLAG,TEXT,"The ""QUARTERLY_FLAG"" column likely indicates whether a specific record or data point is associated with a quarterly reporting period or event.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: QUARTERLY_FLAG
Data Type: TEXT
Description: The ""QUARTERLY_FLAG"" column likely indicates whether a specific record or data point is associated with a quarterly reporting period or event.
Distinct Values: QUARTERLY",QUARTERLY
PENGUIN_INTELLIGENCE_HUB.GOLD,VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON,MARGIN_PERCENTAGE,FLOAT,"The ""MARGIN_PERCENTAGE"" column likely represents the percentage difference between the cost and selling price of a product or service, indicating the profitability.","Database: PENGUIN_INTELLIGENCE_HUB
Schema: GOLD
Table: VW_KPI6_SHIPMENT_REVENUE_BY_SALESPERSON
Column: MARGIN_PERCENTAGE
Data Type: FLOAT
Description: The ""MARGIN_PERCENTAGE"" column likely represents the percentage difference between the cost and selling price of a product or service, indicating the profitability.
Distinct Values: 40.58181818181818, 56.692783505154644, 20.851978505129455, 33.11194029850746","40.58181818181818, 56.692783505154644, 20.851978505129455, 33.11194029850746"
